Customer_name,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Target
Ga8Us6Mw2Gs7Ld7X,2555,3153.81,Bill Payment,19,Tablet,bangalore,0,2,12,Credit Card,0
Qo2Tz8Qs5If2Aj5T,4177,3201.47,Bill Payment,17,Desktop,kolkata,2,31,11,Net Banking,0
Kr1Dc7Iq6Qz5Wk3D,3796,4803.19,Bank Transfer,,Desktop,hydrabad,3,117,4,Debit Card,0
Yy5Ho6Rm4Le5Jc2E,2841,3276.99,ATM Withdrawal,3,Mobile,delhi,1,88,12,UPI,0
Bi0Fy1Gg7Dh6Qe1S,4535,1700.32,Online Purchase,12,Desktop,delhi,2,25,3,Credit Card,0
Gg4Lw2No6Jt5Eg9F,3293,1651.52,Online Purchase,12,Mobile,Ahmedabad,2,59,3,Net Banking,0
Yx2Qu3Kj5Bc6Ef9K,2104,2388.42,ATM Withdrawal,18,Desktop,pune,3,95,13,UPI,0
Dj0Gx7Kv1Yn0Vk4G,1661,1300.34,POS Payment,19,Tablet,pune,1,94,12,Debit Card,0
Ub5Hf8Cj3Hl7Sd1W,1908,1885.31,Bill Payment,18,Desktop,Ahmedabad,2,77,13,Debit Card,0
Ta7Xg3Sk0Ba9Ti7E,3443,4211.35,Bank Transfer,8,Mobile,kolkata,2,70,10,Credit Card,0
Vb3Bw1Tf3Ev5Us9B,1521,4299.51,Bank Transfer,20,Desktop,delhi,4,111,13,,0
Aw4Fp0Mi3Tk2Lz2N,2856,3140.82,Bank Transfer,15,Mobile,chennai,1,30,1,Debit Card,0
Cz5Ar2Uy4Ws3Mb7Y,2759,2916.29,Online Purchase,5,Unknown Device,delhi,3,15,9,Invalid Method,0
Th4Ll6Oq1Cu2Nt8N,3973,2138.36,POS Payment,1,Tablet,chennai,1,90,13,Debit Card,0
Qu8Kz8Ga9Jj8Ln5P,3311,3181.32,POS Payment,19,Mobile,mumbai,0,117,3,Credit Card,0
Zp4Ep6Bf9Lr1Hw0T,4732,4031.24,Bank Transfer,22,Mobile,kolkata,3,29,2,UPI,0
Xq5Xg8Kr5Rs9Fb7I,1789,3690.55,Bill Payment,8,Tablet,kolkata,1,80,8,Credit Card,0
Jy7Ef6Zz6Qg0Ke5F,2297,182.12,Bill Payment,10,Mobile,,3,31,12,Debit Card,0
Va7Oq5Xr7Cm4Ta6U,2729,3656.99,Bill Payment,23,Mobile,kolkata,1,112,8,UPI,0
Sx2Zq6Px6Ma6Zt7L,1171,,Bank Transfer,23,Tablet,delhi,2,31,4,Debit Card,0
Nm1Bu5Gz5Nx4Hh9Q,1264,499.46,Bill Payment,11,Desktop,pune,4,10,6,UPI,0
Tr1Ja0Er0By5Ea7B,2986,755.49,ATM Withdrawal,2,Mobile,kolkata,2,93,12,Debit Card,0
We7Ne1Jy1Xv5Bo9D,4893,3940.6,Bank Transfer,23,Tablet,hydrabad,1,119,11,Debit Card,0
Vv5Rp5Sa1Pa8Gd8V,2049,2797.15,POS Payment,8,Tablet,kolkata,1,12,3,Net Banking,0
Dv8Wa9Wx1Gj9Ib4N,2492,4109.04,Online Purchase,21,Desktop,bangalore,1,26,9,UPI,0
Bu1Fu2Tk2Ra9Uo9E,2885,927.8,ATM Withdrawal,,Desktop,mumbai,4,98,1,Credit Card,0
Xl3Ol7Wo1Uj5Mg8X,1475,157.92,Online Purchase,23,Tablet,Ahmedabad,1,54,10,UPI,0
Ro9Dm5Hu9Sa5Zp0C,3403,813.9,ATM Withdrawal,23,Desktop,delhi,2,85,4,Credit Card,0
Jx8Pv4Ln1Gs3Mr1J,2049,2265.59,Bank Transfer,8,Mobile,delhi,2,70,11,Credit Card,0
Zt0Fu1Pu8Kq8Yp3K,1033,2618.85,POS Payment,22,Tablet,hydrabad,4,40,11,Net Banking,0
Kj1Sj5Xh2Lf1Gk6A,3311,4289.22,ATM Withdrawal,22,Desktop,mumbai,1,106,4,Debit Card,0
Py9Hx2Jx3Bw7Ye9U,2161,3582.42,Bank Transfer,19,Unknown Device,pune,2,35,2,Net Banking,0
Ze4Re3Le1Lg2Qw7E,1815,4952,POS Payment,3,Desktop,kolkata,3,101,9,UPI,0
Nj5Zm4Nd9Co2In8J,4766,398.2,Online Purchase,19,Mobile,,2,47,11,UPI,0
Ix5Qy4Zg1Uq6Ck1M,3922,655.45,ATM Withdrawal,14,Desktop,,0,87,6,Debit Card,0
Dm2Lz2Hi0Db8Lc6F,1753,426.36,Bank Transfer,6,Mobile,mumbai,4,37,5,Credit Card,0
Eu6Lk7Bl3Lj8Tl9V,1565,2694.6,ATM Withdrawal,19,Mobile,delhi,3,89,14,Debit Card,0
Ci2In4Rq5Pg7Qh4N,1461,1337.97,Bill Payment,8,Tablet,pune,3,53,12,Debit Card,0
Nv8Tq5Fk8Al2Tw4N,4239,3419.75,ATM Withdrawal,15,Tablet,delhi,3,51,2,Debit Card,0
Yf8Nc1Qe3Ht1Ra0F,2654,667.79,POS Payment,10,Desktop,kolkata,0,65,3,Credit Card,0
Ql0Iz5Zh5Xm5Lp6C,3702,520.44,Bill Payment,1,Tablet,bangalore,0,108,10,Credit Card,0
Yu6Pz7To9Mu1Nu8K,1080,2303.53,POS Payment,23,Mobile,bangalore,1,27,5,UPI,0
Wy5Ls0Pn2Fi0Xl9M,3804,1882.61,Online Purchase,1,Mobile,kolkata,1,110,5,Credit Card,0
Bj9Lt8Dl0Vb4Fc9Z,2937,4146.68,Bill Payment,8,Desktop,delhi,2,97,11,Invalid Method,0
Qt5Xf0Wt5Wn3Vo3K,4935,4188.58,Bill Payment,11,Desktop,bangalore,0,6,2,Invalid Method,0
Yt2Mm6Iq8Ro1Jy7G,1869,591.56,POS Payment,21,Tablet,chennai,1,83,3,Debit Card,0
Ww7Jc1Bo2Wt4Qp2W,2430,4062.55,Bank Transfer,4,Desktop,chennai,1,70,6,Credit Card,0
Xr5Lb5Ot3Ym7Lo7X,4645,2823,ATM Withdrawal,19,Desktop,kolkata,4,60,11,Net Banking,0
Kj5Aw5Pa2Tn7Cw2Z,2069,2520.27,Online Purchase,15,Tablet,chennai,2,79,1,,0
Qp1Zo9El6Yg9By0P,1598,478.34,Online Purchase,6,Desktop,Ahmedabad,0,56,3,Debit Card,0
Jp9Ft8Ah6Ip9Sl6P,2634,3699.46,Bank Transfer,10,Tablet,bangalore,0,36,14,Credit Card,0
Xb6Aq1Nz2Ln1Mk3F,1806,302.87,POS Payment,7,Mobile,delhi,2,40,6,Debit Card,0
Ea9Sk7Bt3Wx6Wk1O,2934,1392.07,Online Purchase,18,Desktop,,4,40,8,Net Banking,1
Qf6Ge7Fc4Pd0In2L,2076,481.68,ATM Withdrawal,19,Desktop,Ahmedabad,2,57,6,Credit Card,0
Ak8Yu1Nu0Bo2Yv7I,4031,2656.18,Bank Transfer,13,Mobile,pune,3,41,7,Credit Card,0
Rn4Zu1Cu5Uz6Xs6V,1703,3227.92,Bill Payment,16,,kolkata,3,110,9,Credit Card,0
Dy1Ra6Zn9Le5Ls1Q,3523,4454.82,ATM Withdrawal,17,Tablet,mumbai,0,42,13,UPI,0
Nr1Hu8Ek9Df6Qz2W,3639,3670.69,POS Payment,16,Tablet,bangalore,0,103,8,Debit Card,0
Lc5Et0Sw8Bm2Ii9N,3063,4805.72,POS Payment,11,Tablet,Ahmedabad,2,11,6,UPI,0
Vl1Vc1Lf3Kt1Qd2N,4431,3805.94,Bank Transfer,15,Tablet,Ahmedabad,3,1,3,Debit Card,0
Fi0Tf4Uk5Mq8Zi0M,1486,1493.88,Bill Payment,1,,Ahmedabad,1,69,3,Debit Card,0
Oa7Dx4Ac7Uf4Ig2D,4909,2740.19,Bill Payment,14,Mobile,bangalore,0,27,11,Debit Card,0
Bw8Fr5Nf6Hc2Qg1N,1705,2292.41,Bank Transfer,23,Desktop,hydrabad,0,16,8,UPI,0
Se5Bk7Zw7Ju9Zp0A,2525,2832.01,Bank Transfer,2,Desktop,kolkata,2,101,1,UPI,1
Jy4Gi5Ip9Oq3Il7P,2164,2862.59,Bank Transfer,5,Desktop,,0,99,1,UPI,0
Pt8No4Od5Mm8Um5M,1619,3511.99,Bill Payment,7,Mobile,,4,32,7,Debit Card,0
Rk1Sm9Nz4Ef2Uz1R,4886,419.8,POS Payment,10,Tablet,chennai,1,110,11,UPI,0
Jg8Id9Tg3Yb4Sz0T,4066,3734.99,POS Payment,15,Desktop,kolkata,4,79,4,Credit Card,0
Pl9So3Xt3Pm9Vj0B,1776,723,ATM Withdrawal,15,Mobile,chennai,3,17,5,UPI,0
Iv5Zz8Gy3Ir2Pr9V,1446,135.91,POS Payment,19,Desktop,mumbai,2,44,2,,0
Qm7Bb0Qe6Hj0Va5K,3337,2596.93,Bank Transfer,,Desktop,Ahmedabad,0,28,3,Credit Card,0
Qh0Aj2Ak2Mx7Cs5P,1208,2909.48,ATM Withdrawal,9,Desktop,mumbai,2,19,4,UPI,0
Je3Nr4Ae0Xb7Ke3G,2498,179.08,Online Purchase,22,Tablet,mumbai,3,70,1,Debit Card,0
Ud5Fa0Jr5Oh5Hn0L,3460,2579.28,Bill Payment,0,Tablet,chennai,1,4,13,,0
Qc5Da3Dt4Yb5Sb6U,3724,2675.18,ATM Withdrawal,19,Tablet,,2,101,14,Credit Card,0
Ru2Lb9Lw9Yz5Nt4F,2450,267.21,Online Purchase,18,Tablet,pune,0,99,3,UPI,1
Jb6Er5Pe3Xp2Js8V,2877,3559.37,Bank Transfer,8,Tablet,mumbai,4,58,6,UPI,1
Ap4Fn8Im6Hl5Vu8Z,4442,1055.4,POS Payment,0,Mobile,pune,2,57,3,Net Banking,1
Wj3Gf7Px9Ii7Ao7J,4903,3973.32,POS Payment,16,Tablet,delhi,3,54,7,UPI,0
Ge7Yj5Yy9Ey7Bs7Q,3711,1557.56,ATM Withdrawal,3,Mobile,delhi,0,24,5,Debit Card,0
Av0Rt1Ay8Sh2Yy7S,3337,2392.07,Online Purchase,4,Desktop,kolkata,4,1,14,,0
Vu5Jx4Sm4Ca6Xv9F,4503,4459.8,POS Payment,7,Tablet,Ahmedabad,4,80,8,Credit Card,0
Kw6Bu0Mh8Mb3Hz7I,2291,49997.8,Bank Transfer,19,Desktop,delhi,3,98,5,Credit Card,0
Gi0Ni6Ev6Ax4Bk9B,3198,3910.41,Online Purchase,6,Mobile,kolkata,2,79,2,Net Banking,0
Dt5Wk5Zu1Ns8Aa4A,2742,806.37,Online Purchase,6,Desktop,delhi,0,70,5,Credit Card,0
Ll1Ej8Ha3Xo8Ok2E,2278,245.47,POS Payment,6,Mobile,Ahmedabad,1,59,12,Net Banking,0
Hu1Ip3Nx4Ak3Kk5E,4424,3030.77,ATM Withdrawal,5,Tablet,delhi,3,48,13,Debit Card,0
Yj0Rb5Rj1Pb0Tn2F,2400,2056.4,ATM Withdrawal,10,Desktop,bangalore,1,68,4,Credit Card,0
Gf5Xx6Gi0Yv1Ac0M,2676,4545.84,ATM Withdrawal,,Mobile,mumbai,0,20,4,Net Banking,0
Bp1Qc8Dd8Sy2Mu1F,1854,1751.22,POS Payment,5,Tablet,delhi,3,59,3,Credit Card,0
Er4Js1Mh8Uz4Iv6P,2381,2055.69,Bill Payment,1,Tablet,bangalore,3,18,11,UPI,0
Kn2Mq6Tm3Oz5Ui7P,3655,2632.37,Bank Transfer,10,Mobile,hydrabad,0,44,14,Net Banking,0
Gq1Vg3Ns6Mr4Gd9M,3417,3983.02,Bank Transfer,10,Tablet,hydrabad,4,15,8,Credit Card,0
Zl3Fg6Vb3Oa4Wm3Z,4298,1345.15,ATM Withdrawal,23,Desktop,pune,4,116,7,Debit Card,0
Bk1Tz1Rr7Iv3Jp9I,1704,4709.39,ATM Withdrawal,5,Tablet,delhi,1,75,4,Credit Card,1
Hc8Gk8Qk1Qp6Ui8E,4374,2701.91,Bank Transfer,13,Tablet,pune,4,114,8,Credit Card,0
Xl6Jm2Lb7Hw3Nz6V,1825,4205.68,POS Payment,18,Tablet,pune,2,9,8,UPI,0
Zf3Jm6Yg3Mn2Ja0S,2004,2630.46,Online Purchase,17,Desktop,pune,3,67,11,Credit Card,0
Ud8Id4Ue0Sp2Qx7E,4460,3861.11,Bank Transfer,19,,mumbai,0,70,7,,0
Sl9Uj6Te8Ye5Pr7C,1376,261.85,Bank Transfer,23,Tablet,kolkata,2,119,3,Debit Card,0
Wd3Lg2Zj8Sa3Rc5B,1972,3997.07,Online Purchase,1,Mobile,kolkata,2,24,13,UPI,0
Yf3Mk2Fl3Ey2Jk4G,1117,2622.18,Online Purchase,21,Mobile,pune,3,109,1,Net Banking,0
Ey6Nb3Bw1Vv3Vi2W,4076,2249.83,Bill Payment,7,Desktop,kolkata,0,10,9,UPI,0
Ti7Fi4Cm0Gk1Se0C,1443,562.49,Bank Transfer,14,Desktop,kolkata,3,59,4,,0
Ji3Yw8Zf7It9Ib8B,4423,3709.1,Online Purchase,22,Desktop,kolkata,0,53,11,,0
Dt0Sq0Ny3Cv0Vd4R,1754,660.16,Bank Transfer,6,Mobile,chennai,3,119,12,Credit Card,0
Dk5Di1So7No8Nz6L,4604,965.63,Online Purchase,0,Tablet,bangalore,1,118,2,Net Banking,0
Dx8Ey7Xq6Jl0Hq3W,4735,636.48,ATM Withdrawal,1,Tablet,delhi,3,91,4,UPI,0
Xe8Vv4Ka6Ut8Ni6Z,1639,37.85,ATM Withdrawal,10,Desktop,pune,0,8,13,Net Banking,0
Ql8Ts8Xf9Uy4Ix6I,3171,3311.26,ATM Withdrawal,23,,pune,4,39,10,Debit Card,0
Lk3Oc1Nv4Cw7Ap5S,3705,1357.87,Bank Transfer,22,Mobile,delhi,4,9,11,Credit Card,0
Ua7Wc9Zd4Eu6Pp3T,2300,751.6,Bank Transfer,22,Desktop,delhi,2,37,3,Debit Card,0
Ec3Qj5Hr6Um8Td3E,3869,1603.26,Bank Transfer,19,Desktop,kolkata,0,15,13,Net Banking,0
Hj8Eb2Tr4Qn4Kk6L,4465,2497.93,POS Payment,21,Tablet,mumbai,2,13,13,Credit Card,0
Rs1Ti9Ec0Zy3Dz0L,3711,2519.55,ATM Withdrawal,11,Unknown Device,pune,0,48,5,Credit Card,0
Kd7Ps8Qz8Dw2Hs1H,3407,1839.14,Online Purchase,22,Tablet,kolkata,1,46,3,UPI,0
Yy1Un9Hn1Dl2Uj0L,1622,2477.19,Bill Payment,0,Desktop,,3,103,12,Credit Card,0
Wl5Ck2Ah6So6Bi1M,2492,2139.57,POS Payment,9,Desktop,mumbai,1,31,11,Debit Card,0
Br7Wp6Un2Di8Lk2Q,3008,4114.21,Bank Transfer,20,Desktop,bangalore,1,63,14,Credit Card,0
Vg0Cz4Ki2Hl2Ew1J,2651,152.92,ATM Withdrawal,,Tablet,mumbai,4,113,5,UPI,0
Ei8Uo7Mg1Ci1Rq1B,2723,4340.81,POS Payment,8,Tablet,mumbai,2,47,2,UPI,0
Nc5Ei7Vp3Nc9Oy6M,4128,1223.36,ATM Withdrawal,13,Tablet,delhi,2,47,1,Debit Card,0
Yt1Jr1Rp2Kg2Jw8K,4322,3610.3,Online Purchase,8,Desktop,delhi,2,62,1,Debit Card,1
Yq5Sf8Qv7Ab7Xj2F,2919,2028.17,Bill Payment,11,Mobile,mumbai,0,12,11,UPI,0
Nv1Qo6Jf2At5Rj0W,1918,1475.19,POS Payment,12,Tablet,Ahmedabad,1,65,13,Credit Card,0
Ku9Vu5Zl6Wb0Bn7G,2173,3078.66,Bill Payment,,,hydrabad,2,6,14,Net Banking,0
Fq8Lg0Wr9Qe0Xi3V,3499,3845.58,POS Payment,14,Mobile,,2,78,11,Debit Card,1
Ri5My5Xp9Cn9Sd9E,2185,2252.43,ATM Withdrawal,3,Tablet,,0,8,14,Invalid Method,0
Ev1Ms4Sy2Em1Jm7T,1119,2335.44,Bank Transfer,6,Tablet,delhi,3,104,6,Net Banking,0
Yp8Ma0Eh7Do9Mc0A,1581,298.99,ATM Withdrawal,1,Unknown Device,delhi,4,60,14,UPI,0
Bj4Dv4Cz4Eo8Ad5J,2947,4620.36,Bank Transfer,7,Desktop,chennai,2,36,9,Debit Card,0
Zr8Cm9Fb4Gp7Sp9H,4422,4235.25,Bank Transfer,23,Mobile,chennai,2,29,1,Debit Card,0
Wt8Us4Zb1Bi4Pj6Q,3146,1992.97,Bank Transfer,3,Tablet,kolkata,4,110,5,UPI,0
Nx4Kd0Sd7Lk6Yb8D,2190,3825.93,ATM Withdrawal,13,Desktop,Ahmedabad,4,7,3,Net Banking,0
Dq2Ze1Vy3Wl2Xu9G,4881,1569.83,ATM Withdrawal,9,Desktop,pune,0,53,2,Credit Card,0
Nh7Fs4Un9Ez1Pf2U,2686,3653.46,Bill Payment,19,Desktop,pune,4,16,2,UPI,0
Zf5Mc7Bl5Lt9Bg8X,4909,2585.88,POS Payment,4,Tablet,bangalore,1,67,3,Credit Card,0
Mn0At7Ee5Cb2Zu0Z,2999,2306.53,Bank Transfer,23,Mobile,Ahmedabad,4,114,8,Debit Card,0
Ov4Cq3Zo4It0Ok9T,3561,287.33,Online Purchase,21,Tablet,kolkata,0,109,7,Debit Card,0
Wt6Kb1Dq8Sn0Fd8P,3711,4827.28,Online Purchase,21,Mobile,chennai,2,42,5,Credit Card,0
Kh1Wn5Nk4Va2Pk3L,1400,4187.86,Bank Transfer,18,Desktop,kolkata,0,85,3,Credit Card,0
Vm5Tk5Wx3Vt1Ts9S,3412,3967.97,POS Payment,4,Tablet,pune,0,116,3,UPI,0
Lt1Rd6Jn7Zq7Un3U,4648,1528.06,ATM Withdrawal,13,Mobile,bangalore,1,14,10,Debit Card,0
Ra4Ow1Bo0Vm1Gv9U,2349,1451.5,Bill Payment,9,,bangalore,1,69,11,Credit Card,0
Zx4Wf1Mn7Kl6Hg3H,3628,2868.1,Online Purchase,15,Tablet,Ahmedabad,4,46,2,Debit Card,0
Sw1Hj3Ub8Va4Ol2V,2656,4231.88,POS Payment,2,Desktop,Ahmedabad,3,12,13,Net Banking,0
Is9Uy9Wr8Qx0Ip1B,1620,4673.47,ATM Withdrawal,0,Mobile,chennai,1,24,10,Net Banking,0
Ck0Th3Ia0Wq1Dv4Z,3875,1348.3,Bank Transfer,7,Mobile,chennai,2,114,5,Debit Card,1
Vd8Fu3Gv9Ew6Nd2M,1246,3039.04,ATM Withdrawal,10,Mobile,kolkata,3,39,1,,0
Eh6Ln9Us1Si9Va2C,3481,3620.89,ATM Withdrawal,7,Unknown Device,mumbai,2,61,7,UPI,0
Wf9Sv2Ek3Gx3Yr8K,2116,1135.83,ATM Withdrawal,8,Mobile,hydrabad,4,33,14,Net Banking,0
Rn1Ju6Sx9Ey3Td0T,4339,2040.31,Bill Payment,23,Mobile,kolkata,3,20,1,Net Banking,0
Cv3Gu0If3Ri0Fa7O,3662,941.43,Online Purchase,6,Tablet,hydrabad,4,45,14,Credit Card,0
Jo3Ct2Sg8Eg2Rp0T,3990,3496.03,Online Purchase,8,Tablet,chennai,3,112,2,UPI,0
Vu4Zu5Bb5Qa4Kb0J,4010,4319.61,Bill Payment,4,Tablet,kolkata,0,27,9,UPI,0
Mb3Dd2Kp1Lh1Uw2I,1623,4388.28,POS Payment,3,Desktop,Ahmedabad,3,108,10,UPI,0
Dw5Ce6Wd1Do6Gg1D,3368,3352.09,ATM Withdrawal,15,Desktop,mumbai,4,107,14,,0
Cs2Kx7Tl7Ui1Bf0U,4994,1739.03,Bank Transfer,4,Tablet,Ahmedabad,4,97,5,Net Banking,0
Cj2Tc1Eg4Xc0Jr1E,2839,3306.9,Bill Payment,1,Mobile,chennai,1,102,9,Net Banking,0
Wf7Vu8Ic8Cy0Es0J,3903,4322.01,ATM Withdrawal,4,Mobile,pune,4,104,6,Credit Card,0
Cf4Rm0Qh1Gt4Sj8T,3109,3131.15,ATM Withdrawal,,Desktop,Ahmedabad,4,2,5,UPI,0
Wf3Cg4Ck8Rd5Eb1E,1299,2067.4,Online Purchase,16,Desktop,Ahmedabad,0,74,6,Net Banking,0
Jz2Ao5Gm5Fm4Cc6G,1402,4599.41,Bill Payment,22,Tablet,delhi,3,42,2,Debit Card,0
Ps2Kv4Uy2Vr4Cq6Y,4002,4176.91,Bank Transfer,20,Desktop,pune,3,93,11,Credit Card,0
Hr8Gv3Rs1Gc2Dg0I,2671,4412.76,Bill Payment,11,Desktop,hydrabad,1,2,8,UPI,0
Fp9Ib4Cu1No7Rr7C,4638,4516.44,Bank Transfer,9,,,0,68,6,Credit Card,0
Ok5Oy0Yw0Eu1Ad9B,4691,1972.09,ATM Withdrawal,13,,kolkata,2,52,11,Debit Card,0
Em1Uj0Cp5Vg7Rz1P,4374,4298.9,Bank Transfer,12,Desktop,pune,1,16,13,Credit Card,0
Jk6Oe3Ll4Bf0Vg5U,4841,2853.9,ATM Withdrawal,22,,Ahmedabad,3,119,9,UPI,0
Js2Db3Qk7Ts6Xa5Y,1252,195.6,Bank Transfer,9,Desktop,Ahmedabad,2,117,11,UPI,1
Hr4Ss1Jw1Nx9Ex4U,2757,3181,Online Purchase,16,,Ahmedabad,1,5,10,Credit Card,0
Qa7Mk5Tg5Lt7Yi7B,3525,2355.74,Bill Payment,3,Mobile,kolkata,0,88,1,Debit Card,0
Ei6Vo0Op2Cx7Ob8F,2392,1379.4,Online Purchase,12,Desktop,hydrabad,1,84,7,,0
Mu4Xi2Am4To5Qu7F,4750,4852.06,POS Payment,18,Tablet,Ahmedabad,1,9,12,Debit Card,0
Cy8Zr8Xr4Ee3Qn2P,2964,280.08,Bill Payment,14,Mobile,Ahmedabad,3,95,3,Credit Card,0
Va9Lv1Cz1Xb8Rg8K,1159,4729.66,Bill Payment,5,Tablet,kolkata,2,108,14,Net Banking,0
Mm5Pl1Dg3Jr6Tw5K,4008,800.54,Bank Transfer,0,Desktop,chennai,4,105,13,Debit Card,0
Ni5Md2Mp8Hg6Dr5S,4237,1888.06,ATM Withdrawal,0,Tablet,kolkata,1,13,14,Net Banking,0
Br4Wr2Ko0Qo5Zc1G,1204,2089.09,Bank Transfer,2,Tablet,mumbai,0,73,13,UPI,0
Uu1Mq7Xu2Mq4Zm8J,4338,3656.45,Bill Payment,7,,bangalore,4,19,11,Net Banking,0
Zt1Mw0Gy3Vs8Nu0N,2161,1081.97,Online Purchase,17,Desktop,delhi,0,11,3,Debit Card,0
Az0Gl8Mc7Oy4Sy2I,2391,4930.58,ATM Withdrawal,10,Tablet,bangalore,0,56,13,Net Banking,0
Td8Jt8Td0Yg9An7T,4514,3746.31,Bank Transfer,10,Desktop,pune,0,63,11,Net Banking,1
Zd6Vc6Al1Vx7Tq3J,1857,3950.81,Online Purchase,19,Tablet,pune,1,55,4,Debit Card,0
Eq8Tq5Cv3Xz2Lx1I,1759,536.61,Bank Transfer,13,Mobile,bangalore,1,22,10,UPI,0
Ez2Qb4Ym8Zh0Gn7P,2590,2384.18,Bill Payment,15,Tablet,bangalore,1,72,14,Credit Card,0
Ln7Gb0Yv0Au1Gi5G,4987,4728.32,Bank Transfer,18,Tablet,delhi,0,109,2,Net Banking,0
Sb0Yd9Lx5Wc5Fx1I,3768,1353.98,Online Purchase,20,Desktop,hydrabad,1,12,3,Net Banking,0
Nx5Ld1Bx0Ux3Qq2G,4088,731.19,Online Purchase,18,Desktop,hydrabad,4,14,10,UPI,0
Jx9Vc2Vl3Df0Fv0B,3115,2429.55,Online Purchase,15,Tablet,pune,3,106,9,UPI,0
Xp0Tb2Th6Tl1Xi7B,1132,4652.31,Bank Transfer,15,Mobile,delhi,2,25,4,UPI,0
Tx9Ni2Rf1Oq6By3W,2723,2436.52,Bill Payment,7,Mobile,bangalore,1,111,4,Net Banking,0
Ql7Kg5Dx8Gz4Za0F,3966,2027.15,POS Payment,0,Tablet,bangalore,3,115,11,Invalid Method,0
Tp6Ir1Ir1Ze2Mv8S,1429,3253.11,POS Payment,12,,,4,20,2,Debit Card,0
In0St2Pi4Qr7Nv7J,3355,4684.74,POS Payment,15,Desktop,,2,65,6,Credit Card,0
Zi7Hv3Hf1Xl7Je9K,3697,250.04,ATM Withdrawal,3,Desktop,kolkata,4,11,3,Debit Card,0
Be5Bq5Gy9Rw7Om7C,2197,771.21,Bill Payment,6,Desktop,Ahmedabad,3,98,7,Invalid Method,0
Bu0Xw6Gx3Rl1Ry4S,3459,668.11,Bill Payment,21,Mobile,delhi,4,42,8,UPI,0
Ns0Py5Pq1Zz1Ta1D,1096,431.24,ATM Withdrawal,7,Mobile,chennai,1,111,5,Debit Card,0
Bt8Ci2Eu0Yt6Ng2A,2706,1514.02,POS Payment,10,Tablet,mumbai,2,32,3,Net Banking,0
Vm6Mw6Zl5Nb3Iw2B,2177,1150.4,POS Payment,6,Desktop,Ahmedabad,0,16,12,Credit Card,0
Di0Pr4Vm2Zj7Bb5O,2718,2745.71,ATM Withdrawal,15,Mobile,chennai,3,49,1,Debit Card,0
Vz8Xq6Td3Vt7Ba9K,2265,,Online Purchase,1,Desktop,chennai,0,86,13,Net Banking,0
Ej5Pd4Bp0Ao1As7V,2327,2029.01,Bill Payment,3,Desktop,kolkata,4,108,3,UPI,0
Tw7Hx7Mh6Zt2Tx7C,2308,4709.61,POS Payment,4,Desktop,Ahmedabad,1,79,5,Debit Card,0
Iu4Ul9Wd7Py0Cj2M,2050,782.5,POS Payment,12,Desktop,Ahmedabad,1,37,2,Net Banking,0
Eu4Rf4Jr8Bt9Ki2A,4473,,ATM Withdrawal,5,Mobile,Ahmedabad,2,78,10,Net Banking,0
Lc9Cp4Ti9Cp1Vv6X,2383,1289.12,Bank Transfer,16,Mobile,chennai,4,24,14,UPI,0
Tt8Ea5Ad8Bc0Jf8U,4131,2748.08,Bill Payment,18,Mobile,bangalore,3,1,5,Net Banking,0
Sy0Bi3Id4Lg9Ys3C,3249,3683,Bill Payment,7,Tablet,delhi,2,20,6,UPI,0
Og9Hi3Ju9Pv0Yg8B,3809,4085.85,Bill Payment,8,Mobile,hydrabad,1,97,10,UPI,0
Bj4Gp9Kl7Tr6Ol1A,3921,2578.91,Online Purchase,16,Unknown Device,delhi,0,91,6,Net Banking,0
Sl2He9Jw6Op6If2Q,1580,4275.31,Bank Transfer,1,Tablet,pune,4,88,12,Credit Card,0
Fy5Em5Ti5Ca7Ph2P,3417,3926.45,Bill Payment,2,Tablet,delhi,4,68,5,UPI,0
Jc5Fp8Wg2Sv1Pk6M,1532,789.24,Online Purchase,9,Mobile,bangalore,2,78,12,Net Banking,0
Mv7Ig2Jb9Ql9Ys3X,2175,1230.92,Online Purchase,1,Mobile,bangalore,3,16,4,UPI,0
Ht2Wp4Ty4Kq9We9S,2125,,Online Purchase,3,Desktop,mumbai,3,94,1,Net Banking,0
En1Ov3Gi0Nq7Rv0Y,1898,4874.1,Bill Payment,2,Mobile,Ahmedabad,0,99,14,Net Banking,0
Cd6Pz8Kb0Lb4Gx6I,3654,1883.77,Bill Payment,16,Tablet,bangalore,3,14,1,Debit Card,0
Ol7Ad7Ng4Sp1Oq4E,2469,1152.89,ATM Withdrawal,6,Desktop,Ahmedabad,4,95,14,Net Banking,0
Qm0Eq1Kl8Kp0Yy2F,3920,4346.3,ATM Withdrawal,23,Mobile,bangalore,4,89,7,Net Banking,0
Is8Sw7Th3Pc7Bz0E,2252,1002.06,Bank Transfer,17,Desktop,bangalore,3,65,2,Net Banking,0
Xw7Gx8Iy0Kr9Kx4P,4196,3488.55,ATM Withdrawal,18,Desktop,kolkata,4,42,9,Debit Card,0
Lj4Lg1Ti3Qj2Rf1B,1769,176.07,Bill Payment,6,,pune,4,107,14,UPI,0
Hf7Pf7Ny8Oy8Xq5R,1833,99.81,ATM Withdrawal,22,Mobile,pune,4,108,5,Debit Card,0
